what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1359064852386
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1359064852398
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1359064852411
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1359064852433
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1359064852443
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1359064852445
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1359064852450
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1359064852457
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1359064852457
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1359064852457
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1359064852470
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1359064852483
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1359064852490
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1359064852490
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1359064852497
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1359064852507
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1359064852519
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1359064852527
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1359064852554
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1359064852572
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1359064852579
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1359064852586
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1359064852594
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1359064852594
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1359064852603
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1359064852628
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1359064852644
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1359064852644
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1359064852659
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1359064852702
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1359064852714
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359064852739
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1359064852774
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359064852792
started,bundle,com.vectrace.MercurialEclipse,1.9.1.v201111302231,"com.vectrace.MercurialEclipse",1359064852799
os,sysinfo,,,"linux",1359064852801
arch,sysinfo,,,"x86",1359064852801
ws,sysinfo,,,"gtk",1359064852801
locale,sysinfo,,,"en_US",1359064852801
processors,sysinfo,,,"2",1359064852801
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1359064852801
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1359064852801
java.specification.name,sysinfo,,,"Java Platform API Specification",1359064852801
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359064852801
java.specification.version,sysinfo,,,"1.6",1359064852801
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1359064852801
java.version,sysinfo,,,"1.6.0_20",1359064852801
java.vm.info,sysinfo,,,"mixed mode, sharing",1359064852801
java.vm.name,sysinfo,,,"OpenJDK Client VM",1359064852801
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359064852801
